Source IP,Destination IP,Protocol,Source Port,Destination Port,Timestamp,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,SYN_ACK_Count,Length,IAT,labels
210.115.227.114,239.255.255.250,17,50205,1900,2023-08-24 13:29:45,0,0,0,0,0,0,0,0,0,203,1.0150470733642578,0
210.115.226.51,239.255.255.250,17,53890,1900,2023-08-24 13:29:45,0,0,0,0,0,0,0,0,0,202,1.0000844001770022,0
210.115.230.26,210.115.230.255,17,37001,32414,2023-08-24 13:29:45,0,1,0,0,0,0,0,0,0,49,4.98862624168396,0
210.115.228.245,210.115.255.255,17,38922,32414,2023-08-24 13:29:45,0,1,0,0,0,0,0,0,0,49,4.996697425842285,0
210.115.230.26,239.255.255.250,17,15445,1900,2023-08-24 13:29:45,0,1,0,0,0,0,0,0,0,201,0.0010449886322021484,0
210.115.227.113,239.255.255.250,17,57814,3702,2023-08-24 13:29:45,0,0,0,0,0,0,0,0,0,684,2.010396957397461,0
210.115.230.26,210.115.230.255,17,37493,32412,2023-08-24 13:29:46,0,1,0,0,0,0,0,0,0,49,5.008389472961426,0
210.115.228.245,210.115.255.255,17,46413,32412,2023-08-24 13:29:46,0,1,0,0,0,0,0,0,0,49,5.014589309692383,0
210.115.229.47,239.255.255.250,17,62407,1900,2023-08-24 13:29:46,0,0,0,0,0,0,0,0,0,204,1.077047348022461,0
210.115.230.105,239.255.255.250,17,64299,1900,2023-08-24 13:29:46,0,0,0,0,0,0,0,0,0,203,1.0521035194396973,0
210.115.227.114,239.255.255.250,17,50205,1900,2023-08-24 13:29:46,0,0,0,0,0,0,0,0,0,203,1.0102155208587646,0
210.115.226.51,239.255.255.250,17,53890,1900,2023-08-24 13:29:46,0,0,0,0,0,0,0,0,0,202,1.0330467224121094,0
210.115.227.115,239.255.255.250,17,56811,3702,2023-08-24 13:29:46,0,0,0,0,0,0,0,0,0,684,2.0014989376068115,0
210.115.226.114,255.255.255.255,17,17500,17500,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,188,0.005178213119506836,0
210.115.226.114,255.255.255.255,17,17500,17500,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,188,0.021183252334594727,0
210.115.226.114,255.255.255.255,17,17500,17500,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,188,0.0009968280792236328,0
210.115.226.114,255.255.255.255,17,17500,17500,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,188,0.0009887218475341797,0
210.115.230.222,239.255.255.250,17,54833,1900,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,203,1.0003654956817627,0
210.115.230.105,239.255.255.250,17,64299,1900,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,203,0.9598822593688964,0
210.115.226.51,239.255.255.250,17,53890,1900,2023-08-24 13:29:47,0,0,0,0,0,0,0,0,0,202,0.9554712772369384,0
210.115.230.222,239.255.255.250,17,54833,1900,2023-08-24 13:29:48,0,0,0,0,0,0,0,0,0,203,0.9924094676971436,0
210.115.230.105,239.255.255.250,17,64299,1900,2023-08-24 13:29:48,0,0,0,0,0,0,0,0,0,203,0.9970049858093262,0
210.115.230.220,239.255.255.250,17,56789,1900,2023-08-24 13:29:48,0,0,0,0,0,0,0,0,0,204,0.9846665859222412,0
