Source IP,Destination IP,Protocol,Source Port,Destination Port,Flow Duration,Timestamp,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,SYN ACK Count,CWE Flag Count,ECE Flag Count,Total Length,Flow Bytes/s,Flow Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,IAT,labels
172.30.1.254,239.255.255.250,17,48680,1900,0.0055530071258544,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,998,89861.22090077713,180.0826070155854,499,499,499.0,0.0,0.0055530071258544,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0010569095611572,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,990,468346.6004962779,946.1547484773292,495,495,495.0,0.0,0.0010569095611572,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0010509490966796,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,950,451972.4137931034,951.5208711433756,475,475,475.0,0.0,0.0010509490966796,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0082159042358398,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,1014,61709.58003482298,121.71514799767849,507,507,507.0,0.0,0.0082159042358398,0
172.30.1.254,239.255.255.250,17,48680,1900,0.002012014389038,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,982,244034.04005213888,497.0143381917289,491,491,491.0,0.0,0.002012014389038,0
142.250.206.227,172.30.1.12,17,443,52575,0.3027997016906738,2023-04-30 20:00:54,0,1,0,0,0,0,0,0,0,106,175.0331975364439,3.3025131610649794,53,53,53.0,0.0,0.3027997016906738,0
172.30.1.254,239.255.255.250,17,48680,1900,1.5683081150054932,2023-04-30 20:00:56,0,1,0,0,0,0,0,0,0,982,313.0762350217643,0.6376298065616381,491,491,491.0,0.0,1.5683081150054932,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0009939670562744,2023-04-30 20:00:56,0,1,0,0,0,0,0,0,0,978,491968.0153514032,1006.0695610458145,489,489,489.0,0.0,0.0009939670562744,0
172.30.1.254,239.255.255.250,17,48680,1900,0.2657575607299804,2023-04-30 20:00:56,0,1,0,0,0,0,0,0,0,872,1640.593023214087,3.762828034894695,436,436,436.0,0.0,0.2657575607299804,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0,2023-04-30 20:00:56,0,1,0,0,0,0,0,0,0,872,0.0,0.0,436,436,436.0,0.0,0.0,0
172.30.1.254,239.255.255.250,17,48680,1900,0.0009608268737792,2023-04-30 20:00:56,0,1,0,0,0,0,0,0,0,872,453775.8173697271,1040.770223325062,436,436,436.0,0.0,0.0009608268737792,0
162.159.134.234,172.30.1.12,6,443,64844,2.764005184173584,2023-04-30 20:00:58,0,1,0,0,0,0,0,0,0,278,50.289341277614106,0.3617938221411086,139,139,139.0,0.0,2.764005184173584,0
172.30.1.12,162.159.134.234,6,64844,443,2.759437561035156,2023-04-30 20:00:58,0,1,0,0,0,0,0,0,0,80,14.49570759085945,0.3623926897714862,40,40,40.0,0.0,2.759437561035156,2
172.30.1.12,239.255.255.250,17,58260,1900,1.0012588500976562,2023-04-30 20:01:00,0,0,0,0,0,0,0,0,0,406,202.74477472054372,0.998742732613516,203,203,203.0,0.0,1.0012588500976562,0
172.30.1.45,239.255.255.250,17,35271,1900,0.3102145195007324,2023-04-30 20:01:01,0,1,0,0,0,0,0,0,0,306,493.20708858580286,3.223575742390868,153,153,153.0,0.0,0.3102145195007324,0
172.30.1.12,239.255.255.250,17,58260,1900,0.9994504451751708,2023-04-30 20:01:02,0,0,0,0,0,0,0,0,0,406,203.11162097128363,1.000549857001397,203,203,203.0,0.0,0.9994504451751708,0
52.114.44.86,172.30.1.12,6,443,63317,0.0279464721679687,2023-04-30 20:01:02,0,1,0,0,0,0,0,0,0,172,3077.311493311493,35.782691782691785,86,86,86.0,0.0,0.0279464721679687,0
172.30.1.12,172.217.25.163,6,65090,443,0.0366766452789306,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,80,1090.6122873505683,27.26530718376421,40,40,40.0,0.0,0.0366766452789306,2
172.217.25.163,172.30.1.12,6,443,65090,0.0377075672149658,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,80,1060.7950327838794,26.519875819596983,40,40,40.0,0.0,0.0377075672149658,0
172.217.25.163,172.30.1.12,6,443,65090,0.0052144527435302,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,2904,278456.83361528965,191.77467879840884,1452,1452,1452.0,0.0,0.0052144527435302,0
172.30.1.12,172.217.25.163,6,65090,443,0.0649614334106445,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,80,615.7499596282867,15.393748990707165,40,40,40.0,0.0,0.0649614334106445,2
172.217.25.163,172.30.1.12,6,443,65090,0.0346803665161132,2023-04-30 20:01:03,0,0,0,0,0,0,0,0,0,598,8621.592850268114,28.83475869654888,299,299,299.0,0.0,0.0346803665161132,0
172.30.1.12,172.217.25.163,6,65090,443,0.0010263919830322,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,228,111068.67735191638,974.286643437863,114,114,114.0,0.0,0.0010263919830322,2
172.30.1.12,172.217.25.163,6,65090,443,0.0009973049163818,2023-04-30 20:01:03,0,1,0,0,0,0,0,0,0,676,338913.39995218744,1002.702366722448,338,338,338.0,0.0,0.0009973049163818,1
