Source IP,Destination IP,Protocol,Source Port,Destination Port,Timestamp,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,SYN_ACK_Count,Length,IAT,labels
10.50.211.217,40.125.127.28,6,55372,443,2023-05-30 14:00:15,0,1,0,0,1,0,0,0,1,41,45.13040113449097,0
40.125.127.28,10.50.211.217,6,443,55372,2023-05-30 14:00:15,0,1,0,0,1,0,0,0,1,52,45.13994073867798,0
10.50.211.217,168.126.63.1,17,62963,53,2023-05-30 14:00:16,0,0,0,0,0,0,0,0,0,60,2.068898677825928,0
168.126.63.1,10.50.211.217,17,53,62963,2023-05-30 14:00:16,0,1,0,0,0,0,0,0,0,174,2.0676145553588867,0
10.50.211.217,121.53.105.196,6,55628,443,2023-05-30 14:00:16,0,1,0,0,1,0,0,0,1,40,0.0025062561035156,0
121.53.105.196,10.50.211.217,6,443,55628,2023-05-30 14:00:16,0,1,0,0,1,0,0,0,1,40,0.0050313472747802,0
121.53.105.196,10.50.211.217,6,443,55628,2023-05-30 14:00:16,0,1,0,0,1,0,0,0,1,1500,0.0010042190551757,0
121.53.105.196,10.50.211.217,6,443,55628,2023-05-30 14:00:16,0,1,0,1,1,0,0,0,1,117,0.0,0
10.50.211.217,121.53.105.196,6,55628,443,2023-05-30 14:00:16,0,1,0,0,1,0,0,0,1,40,0.0089912414550781,0
10.50.211.217,121.53.105.196,6,55628,443,2023-05-30 14:00:16,0,1,0,1,1,0,0,0,1,845,0.0016155242919921,0
121.53.105.196,10.50.211.217,6,443,55628,2023-05-30 14:00:16,0,1,0,1,1,0,0,0,1,535,0.0282747745513916,0
10.50.211.217,211.231.116.86,6,55627,443,2023-05-30 14:00:16,0,1,0,1,1,0,0,0,1,316,1.9390857219696045,0
211.231.116.86,10.50.211.217,6,443,55627,2023-05-30 14:00:16,0,1,0,1,1,0,0,0,1,558,1.9405033588409424,0
10.50.211.217,13.107.42.18,6,55573,443,2023-05-30 14:00:18,0,1,0,0,1,0,0,0,1,41,45.01178503036499,0
13.107.42.18,10.50.211.217,6,443,55573,2023-05-30 14:00:18,0,1,0,0,1,0,0,0,1,52,45.03624415397644,0
13.76.153.29,10.50.211.217,6,443,54908,2023-05-30 14:00:19,0,1,0,1,1,0,0,0,1,88,40.13183856010437,0
10.50.211.217,13.76.153.29,6,54908,443,2023-05-30 14:00:19,0,1,0,0,1,0,0,0,1,40,0.113638162612915,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:00:20,0,1,0,0,1,0,0,0,1,40,5.127472877502441,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:00:20,0,1,0,0,1,0,0,0,1,40,5.1204798221588135,0
10.50.211.217,35.190.25.25,6,55376,443,2023-05-30 14:00:23,0,1,0,0,1,0,0,0,1,41,45.00658059120178,0
35.190.25.25,10.50.211.217,6,443,55376,2023-05-30 14:00:23,0,0,0,0,1,0,0,0,0,52,45.04789018630981,0
10.50.211.217,170.114.15.96,6,54900,443,2023-05-30 14:00:24,0,0,0,1,1,0,0,0,0,257,29.82937264442444,0
170.114.15.96,10.50.211.217,6,443,54900,2023-05-30 14:00:24,0,1,0,1,1,0,0,0,1,235,30.073283910751343,0
10.50.211.217,40.125.127.28,6,55374,443,2023-05-30 14:00:25,0,1,0,0,1,0,0,0,1,41,45.24060320854187,0
40.125.127.28,10.50.211.217,6,443,55374,2023-05-30 14:00:25,0,1,0,0,1,0,0,0,1,52,45.14902830123901,0
10.50.211.217,172.217.161.227,17,49305,443,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,105,0.0,0
172.217.161.227,10.50.211.217,17,443,49305,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,1278,0.0169625282287597,0
172.217.161.227,10.50.211.217,17,443,49305,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,175,0.0010411739349365,0
172.217.161.227,10.50.211.217,17,443,49305,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,50,0.0015785694122314,0
10.50.211.217,172.217.161.227,17,49305,443,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,107,0.0675246715545654,0
10.50.211.217,172.217.161.227,17,49305,443,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,59,0.0010855197906494,0
172.217.161.227,10.50.211.217,17,443,49305,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,51,0.0074179172515869,0
10.50.211.217,172.217.161.227,17,49305,443,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,59,0.0255658626556396,0
172.217.161.227,10.50.211.217,17,443,49305,2023-05-30 14:00:28,0,1,0,0,0,0,0,0,0,53,0.0025911331176757,0
10.50.211.217,34.120.195.249,6,55427,443,2023-05-30 14:00:30,0,1,0,0,1,0,0,0,1,41,45.01307916641235,0
34.120.195.249,10.50.211.217,6,443,55427,2023-05-30 14:00:30,0,0,0,0,1,0,0,0,0,52,45.03210163116455,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:00:31,0,1,0,0,1,0,0,0,1,40,5.122305631637573,0
211.231.116.86,10.50.211.217,6,443,55627,2023-05-30 14:00:31,0,1,0,1,1,0,0,0,1,64,14.955586433410645,0
10.50.211.217,211.231.116.86,6,55627,443,2023-05-30 14:00:31,0,1,0,0,1,0,0,0,1,40,15.00149154663086,0
10.50.211.217,211.231.116.86,6,55627,443,2023-05-30 14:00:31,1,1,0,0,1,0,0,0,1,40,0.0010526180267333,0
211.231.116.86,10.50.211.217,6,443,55627,2023-05-30 14:00:31,0,1,1,0,0,0,0,0,0,40,0.0046415328979492,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:00:36,0,1,0,0,1,0,0,0,1,40,5.151774644851685,0
10.50.211.217,27.0.238.92,6,54943,443,2023-05-30 14:00:36,0,1,0,1,1,0,0,0,1,138,22.15844678878784,0
10.50.211.217,121.53.203.203,6,54936,443,2023-05-30 14:00:36,0,1,0,1,1,0,0,0,1,275,22.19987201690674,0
121.53.203.203,10.50.211.217,6,443,54936,2023-05-30 14:00:36,0,1,0,1,1,0,0,0,1,106,0.0076453685760498,0
10.50.211.217,170.114.15.96,6,54900,443,2023-05-30 14:00:38,0,0,0,1,1,0,0,0,0,70,13.574185132980348,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:00:41,0,1,0,0,1,0,0,0,1,40,5.1244728565216064,0
10.50.211.217,239.255.255.250,17,53128,1900,2023-05-30 14:00:42,0,0,0,0,0,0,0,0,0,203,0.9986863136291504,0
10.50.211.217,239.255.255.250,17,53125,1900,2023-05-30 14:00:42,0,0,0,0,0,0,0,0,0,203,1.0577151775360107,0
10.50.211.217,108.177.97.188,6,55175,5228,2023-05-30 14:00:42,0,1,0,0,1,0,0,0,1,41,45.01091885566712,0
108.177.97.188,10.50.211.217,6,5228,55175,2023-05-30 14:00:42,0,0,0,0,1,0,0,0,0,52,45.072502851486206,0
10.50.211.217,239.255.255.250,17,53128,1900,2023-05-30 14:00:44,0,0,0,0,0,0,0,0,0,203,1.0826356410980225,0
10.50.211.217,239.255.255.250,17,53125,1900,2023-05-30 14:00:44,0,0,0,0,0,0,0,0,0,203,1.0208940505981443,0
10.50.211.217,35.174.127.31,6,55375,443,2023-05-30 14:00:45,0,1,0,0,1,0,0,0,1,41,44.93888711929321,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:00:46,0,1,0,0,1,0,0,0,1,40,5.157872200012207,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:00:51,0,1,0,0,1,0,0,0,1,40,5.107217788696289,0
170.114.15.96,10.50.211.217,6,443,54900,2023-05-30 14:00:54,0,1,0,0,1,0,0,0,1,40,16.133639335632324,0
10.50.211.217,170.114.15.96,6,54900,443,2023-05-30 14:00:54,0,0,0,0,1,0,0,0,0,40,0.253429651260376,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:00:56,0,1,0,0,1,0,0,0,1,40,5.062102556228638,0
27.0.238.92,10.50.211.217,6,443,54943,2023-05-30 14:00:58,0,1,0,1,1,0,0,0,1,150,21.738874912261963,0
10.50.211.217,27.0.238.92,6,54943,443,2023-05-30 14:00:58,0,1,0,0,1,0,0,0,1,40,21.737683057785038,0
10.50.211.217,13.76.153.29,6,54908,443,2023-05-30 14:00:59,0,1,0,0,1,0,0,0,1,40,0.133873701095581,0
35.174.127.31,10.50.211.217,6,443,55375,2023-05-30 14:01:00,0,1,0,0,1,0,0,0,1,40,14.799205541610718,0
10.50.211.217,35.174.127.31,6,55375,443,2023-05-30 14:01:00,0,1,0,0,1,0,0,0,1,40,0.2576785087585449,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:01,0,1,0,0,1,0,0,0,1,40,5.125096321105957,0
10.50.211.217,168.126.63.1,17,62258,53,2023-05-30 14:01:04,0,0,0,0,0,0,0,0,0,60,50.496399879455566,0
10.50.211.217,13.107.3.128,6,55629,443,2023-05-30 14:01:04,0,1,0,0,1,0,0,0,1,40,0.0453255176544189,0
168.126.63.1,10.50.211.217,17,53,62258,2023-05-30 14:01:04,0,1,0,0,0,0,0,0,0,194,50.49750733375549,0
13.107.3.128,10.50.211.217,6,443,55629,2023-05-30 14:01:04,0,1,0,0,1,0,0,0,1,40,0.0084314346313476,0
13.107.3.128,10.50.211.217,6,443,55629,2023-05-30 14:01:04,0,1,0,0,1,0,0,0,1,1500,0.0,0
13.107.3.128,10.50.211.217,6,443,55629,2023-05-30 14:01:04,0,1,0,1,1,0,0,0,1,368,0.0,0
10.50.211.217,13.107.3.128,6,55629,443,2023-05-30 14:01:04,0,1,0,0,1,0,0,0,1,40,0.0131821632385253,0
13.107.3.128,10.50.211.217,6,443,55629,2023-05-30 14:01:04,0,1,0,1,1,0,0,0,1,382,0.0,0
10.50.211.217,13.107.3.128,6,55629,443,2023-05-30 14:01:04,0,1,0,1,1,0,0,0,1,898,0.00382661819458,0
13.107.3.128,10.50.211.217,6,443,55629,2023-05-30 14:01:04,0,1,0,1,1,0,0,0,1,704,0.2712581157684326,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:01:06,0,1,0,0,1,0,0,0,1,40,5.123528242111206,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:12,0,1,0,0,1,0,0,0,1,40,5.123996257781982,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:01:17,0,1,0,0,1,0,0,0,1,40,5.120061874389648,0
10.50.211.217,224.0.0.251,17,5353,5353,2023-05-30 14:01:20,0,0,0,0,0,0,0,0,0,71,1.0049846172332764,0
10.50.211.217,168.126.63.1,17,63943,53,2023-05-30 14:01:21,0,0,0,0,0,0,0,0,0,78,65.52072763442993,0
168.126.63.1,10.50.211.217,17,53,63943,2023-05-30 14:01:21,0,0,0,0,0,0,0,0,0,201,65.53650403022766,0
10.50.211.217,20.42.73.24,6,55630,443,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,40,0.2558498382568359,0
20.42.73.24,10.50.211.217,6,443,55630,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,1500,0.2005634307861328,0
20.42.73.24,10.50.211.217,6,443,55630,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,1500,0.0010232925415039,0
10.50.211.217,20.42.73.24,6,55630,443,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,40,0.1030402183532714,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,40,5.112528800964356,0
20.42.73.24,10.50.211.217,6,443,55630,2023-05-30 14:01:22,0,1,0,1,1,0,0,0,1,91,0.1827442646026611,0
10.50.211.217,20.42.73.24,6,55630,443,2023-05-30 14:01:22,0,1,0,1,1,0,0,0,1,0,0.181584358215332,0
20.42.73.24,10.50.211.217,6,443,55630,2023-05-30 14:01:22,0,1,0,0,1,0,0,0,1,40,0.1884639263153076,0
170.114.15.96,10.50.211.217,6,443,54900,2023-05-30 14:01:23,0,1,0,0,1,0,0,0,1,40,28.975040435791016,0
10.50.211.217,170.114.15.96,6,54900,443,2023-05-30 14:01:24,0,0,0,1,1,0,0,0,0,257,1.2053892612457275,0
170.114.15.96,10.50.211.217,6,443,54900,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,235,0.0,0
10.50.211.217,168.126.63.1,17,62963,53,2023-05-30 14:01:24,0,0,0,0,0,0,0,0,0,78,19.85360217094421,0
168.126.63.1,10.50.211.217,17,53,62963,2023-05-30 14:01:24,0,1,0,0,0,0,0,0,0,201,19.84074831008911,0
10.50.211.217,20.189.173.4,6,55631,443,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,557,0.0,0
10.50.211.217,20.189.173.4,6,55632,443,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,557,0.0013132095336914,0
20.189.173.4,10.50.211.217,6,443,55631,2023-05-30 14:01:24,0,1,0,0,1,0,0,0,1,1500,0.1525015830993652,0
20.189.173.4,10.50.211.217,6,443,55631,2023-05-30 14:01:24,0,1,0,0,1,0,0,0,1,1500,0.0011093616485595,0
20.189.173.4,10.50.211.217,6,443,55632,2023-05-30 14:01:24,0,1,0,0,1,0,0,0,1,1500,0.1575179100036621,0
20.189.173.4,10.50.211.217,6,443,55632,2023-05-30 14:01:24,0,1,0,0,1,0,0,0,1,1500,0.0011858940124511,0
10.50.211.217,20.189.173.4,6,55631,443,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,198,0.0005064010620117,0
10.50.211.217,20.189.173.4,6,55632,443,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,198,0.0010006427764892,0
20.189.173.4,10.50.211.217,6,443,55631,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,91,0.1237108707427978,0
20.189.173.4,10.50.211.217,6,443,55632,2023-05-30 14:01:24,0,1,0,1,1,0,0,0,1,91,0.1425888538360595,0
20.189.173.4,10.50.211.217,6,443,55631,2023-05-30 14:01:25,1,1,0,1,1,0,0,0,1,511,0.0005116462707519,0
10.50.211.217,20.189.173.4,6,55631,443,2023-05-30 14:01:25,0,1,0,0,1,0,0,0,1,40,0.1330702304840088,0
10.50.211.217,20.189.173.4,6,55631,443,2023-05-30 14:01:25,1,1,0,0,1,0,0,0,1,40,0.0045549869537353,0
20.189.173.4,10.50.211.217,6,443,55632,2023-05-30 14:01:25,1,1,0,1,1,0,0,0,1,511,0.0254080295562744,0
10.50.211.217,20.189.173.4,6,55632,443,2023-05-30 14:01:25,0,1,0,0,1,0,0,0,1,40,0.1668136119842529,0
10.50.211.217,20.189.173.4,6,55632,443,2023-05-30 14:01:25,1,1,0,0,1,0,0,0,1,40,0.0,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:01:27,0,1,0,0,1,0,0,0,1,40,5.135098218917847,0
10.50.211.217,121.53.105.196,6,55628,443,2023-05-30 14:01:30,1,1,0,0,1,0,0,0,1,40,74.04541730880737,0
10.50.211.217,168.126.63.1,17,62258,53,2023-05-30 14:01:31,0,0,0,0,0,0,0,0,0,78,9.417824268341064,0
168.126.63.1,10.50.211.217,17,53,62258,2023-05-30 14:01:31,0,1,0,0,0,0,0,0,0,261,9.408996820449827,0
10.50.211.217,20.189.173.4,6,55633,443,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.1757144927978515,0
20.189.173.4,10.50.211.217,6,443,55633,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,1500,0.1519455909729004,0
20.189.173.4,10.50.211.217,6,443,55633,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,1500,0.0004911422729492,0
10.50.211.217,20.189.173.4,6,55633,443,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.1237185001373291,0
20.189.173.4,10.50.211.217,6,443,55633,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.2860300540924072,0
10.50.211.217,20.189.173.4,6,55633,443,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.3066668510437011,0
10.50.211.217,20.189.173.4,6,55633,443,2023-05-30 14:01:31,1,1,0,0,1,0,0,0,1,40,0.0011296272277832,0
20.189.173.4,10.50.211.217,6,443,55633,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.1076712608337402,0
10.50.211.217,20.189.173.4,6,55634,443,2023-05-30 14:01:31,0,1,0,0,1,0,0,0,1,40,0.1287767887115478,0
20.189.173.4,10.50.211.217,6,443,55634,2023-05-30 14:01:32,0,1,0,0,1,0,0,0,1,1500,0.2604150772094726,0
20.189.173.4,10.50.211.217,6,443,55634,2023-05-30 14:01:32,0,1,0,0,1,0,0,0,1,1500,0.0011990070343017,0
10.50.211.217,20.189.173.4,6,55634,443,2023-05-30 14:01:32,0,1,0,0,1,0,0,0,1,40,0.2689077854156494,0
20.189.173.4,10.50.211.217,6,443,55634,2023-05-30 14:01:32,0,1,0,1,1,0,0,0,1,91,0.031987190246582,0
10.50.211.217,20.189.173.4,6,55634,443,2023-05-30 14:01:32,0,1,0,1,1,0,0,0,1,0,0.0746152400970459,0
20.189.173.4,10.50.211.217,6,443,55634,2023-05-30 14:01:32,1,1,0,1,1,0,0,0,1,511,0.0,0
10.50.211.217,20.189.173.4,6,55634,443,2023-05-30 14:01:32,0,1,0,1,1,0,0,0,1,71,0.0,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:32,0,1,0,0,1,0,0,0,1,40,5.117432832717896,0
35.190.25.25,10.50.211.217,6,443,55376,2023-05-30 14:01:33,0,0,0,1,1,0,0,0,0,113,24.81325078010559,0
10.50.211.217,35.190.25.25,6,55376,443,2023-05-30 14:01:33,1,1,0,0,1,0,0,0,1,40,24.88029932975769,0
13.76.153.29,10.50.211.217,6,443,54908,2023-05-30 14:01:39,0,1,0,1,1,0,0,0,1,88,40.07401967048645,0
10.50.211.217,13.76.153.29,6,54908,443,2023-05-30 14:01:39,0,1,0,0,1,0,0,0,1,40,0.1213400363922119,0
20.43.132.130,10.50.211.217,6,443,55506,2023-05-30 14:01:41,0,1,0,0,1,0,0,0,1,52,45.075310707092285,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:42,0,1,0,0,1,0,0,0,1,40,5.117290496826172,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:01:42,0,1,0,0,1,0,0,0,1,40,10.184674739837646,0
35.174.127.31,10.50.211.217,6,443,55375,2023-05-30 14:01:44,0,1,0,1,1,0,0,0,1,78,43.26169395446777,0
10.50.211.217,40.125.127.28,6,55372,443,2023-05-30 14:01:45,0,1,0,0,1,0,0,0,1,41,45.12334847450256,0
40.125.127.28,10.50.211.217,6,443,55372,2023-05-30 14:01:46,0,1,0,0,1,0,0,0,1,52,45.26470899581909,0
27.0.238.92,10.50.211.217,6,443,54943,2023-05-30 14:01:48,0,1,0,1,1,0,0,0,1,307,5.639594793319702,0
10.50.211.217,27.0.238.92,6,54943,443,2023-05-30 14:01:48,0,1,0,0,1,0,0,0,1,40,5.606489896774292,0
10.50.211.217,170.114.15.96,6,54900,443,2023-05-30 14:01:54,0,0,0,1,1,0,0,0,0,257,29.769747018814087,0
170.114.52.5,10.50.211.217,6,443,55337,2023-05-30 14:01:54,0,1,0,0,1,0,0,0,1,40,6.781850576400757,0
10.50.211.217,170.114.52.5,6,55337,443,2023-05-30 14:01:54,0,1,0,0,1,0,0,0,1,40,6.727003812789917,0
10.50.211.217,40.125.127.28,6,55374,443,2023-05-30 14:01:55,0,1,0,0,1,0,0,0,1,41,45.1386833190918,0
40.125.127.28,10.50.211.217,6,443,55374,2023-05-30 14:01:55,0,1,0,0,1,0,0,0,1,52,45.030367612838745,0
10.50.211.217,142.250.207.109,17,60853,443,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,107,0.0009934902191162,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,1278,0.0060162544250488,0
10.50.211.217,142.250.207.109,17,60853,443,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,1274,0.0134172439575195,0
10.50.211.217,142.250.207.109,17,60853,443,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,390,0.001039981842041,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,179,0.0005393028259277,0
10.50.211.217,142.250.207.109,17,60853,443,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,59,0.005434513092041,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,148,0.0093955993652343,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,53,0.0010356903076171,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,50,0.0005393028259277,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,383,0.0124921798706054,0
10.50.211.217,142.250.207.109,17,60853,443,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,63,0.0774242877960205,0
142.250.207.109,10.50.211.217,17,443,60853,2023-05-30 14:01:58,0,1,0,0,0,0,0,0,0,52,0.0592763423919677,0
27.0.238.92,10.50.211.217,6,443,54943,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,311,3.6455373764038086,0
10.50.211.217,27.0.238.92,6,54943,443,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,3.656176805496216,0
10.50.211.217,20.189.173.1,6,55636,443,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.1748602390289306,0
10.50.211.217,20.189.173.1,6,55637,443,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.225210428237915,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,1500,0.1583404541015625,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,1500,0.0010035037994384,0
10.50.211.217,20.189.173.1,6,55636,443,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.1140058040618896,0
20.189.173.1,10.50.211.217,6,443,55637,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,1500,0.1359837055206298,0
20.189.173.1,10.50.211.217,6,443,55637,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,1500,0.0012586116790771,0
10.50.211.217,20.189.173.1,6,55637,443,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.0508928298950195,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,91,0.1309380531311035,0
10.50.211.217,20.189.173.1,6,55636,443,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,0,0.1886780261993408,0
20.189.173.1,10.50.211.217,6,443,55637,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.1849970817565918,0
10.50.211.217,20.189.173.1,6,55637,443,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,0,0.2053859233856201,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.0039901733398437,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.0,0
10.50.211.217,20.189.173.1,6,55636,443,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,71,0.0,0
20.189.173.1,10.50.211.217,6,443,55637,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.1547234058380127,0
10.50.211.217,20.189.173.1,6,55637,443,2023-05-30 14:01:59,0,1,0,1,1,0,0,0,1,71,0.0,0
20.189.173.1,10.50.211.217,6,443,55636,2023-05-30 14:01:59,0,1,0,0,1,0,0,0,1,40,0.1414766311645507,0
20.189.173.1,10.50.211.217,6,443,55637,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.1521055698394775,0
10.50.211.217,168.126.63.1,17,63943,53,2023-05-30 14:02:00,0,0,0,0,0,0,0,0,0,67,1.0361979007720947,0
168.126.63.1,10.50.211.217,17,53,63943,2023-05-30 14:02:00,0,1,0,0,0,0,0,0,0,327,1.0372331142425537,0
10.50.211.217,13.107.238.74,6,55638,443,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.0030488967895507,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.0053446292877197,0
10.50.211.217,13.107.238.74,6,55638,443,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,487,0.0035243034362792,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.0022304058074951,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0009982585906982,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,120,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0009965896606445,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,1245,0.001105785369873,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0009937286376953,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,1245,0.0018463134765625,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0010027885437011,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,1245,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0010027885437011,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,1245,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,1500,0.0012896060943603,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,533,0.0009973049163818,0
10.50.211.217,13.107.238.74,6,55638,443,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.0549635887145996,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,887,0.0009980201721191,0
10.50.211.217,13.107.238.74,6,55638,443,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,71,0.0009989738464355,0
13.107.238.74,10.50.211.217,6,443,55638,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,40,0.1203174591064453,0
10.50.211.217,35.174.127.31,6,55375,443,2023-05-30 14:02:00,0,1,0,1,1,0,0,0,1,288,16.513596057891846,0
10.50.211.217,34.120.195.249,6,55427,443,2023-05-30 14:02:00,0,1,0,0,1,0,0,0,1,41,45.02011322975159,0
